trial_id,scene_id,scene_seed,planner,trial_seed,failure_category,failure_category_cn,message,q_snapshot,ee_x,ee_y,ee_z,ee_error,min_obstacle_distance,min_ground_clearance
37,scene_03_narrow_passage,20260528,apf,33079,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
38,scene_03_narrow_passage,20260528,apf,33080,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
39,scene_03_narrow_passage,20260528,apf,33081,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
40,scene_03_narrow_passage,20260528,apf,33082,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
41,scene_03_narrow_passage,20260528,apf,33083,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
42,scene_03_narrow_passage,20260528,apf,33084,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
43,scene_03_narrow_passage,20260528,apf,33085,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
44,scene_03_narrow_passage,20260528,apf,33086,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
45,scene_03_narrow_passage,20260528,apf,33087,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
46,scene_03_narrow_passage,20260528,apf,33088,iteration_limit,迭代上限,max iterations reached,"[-2.5336869,-1.5661599,1.5086051,-1.3129422,1.1562085,0.059607844]",0.318707237118018,0.43407758350928893,0.6803465248284754,0.5700096109923453,0.1502034450155195,0.0030000000000000027
