trial_id,global_seed,scene_id,scene_seed,ik_method,trial_seed,success,solve_time,iterations,position_error,orientation_error,condition_number,q_solution,message
31,42,scene_00_no_obstacle,20260525,dls,1073,True,0.0005559409983106889,11,0.007906472961498578,0.0,2.5279822935374154,"[-2.992815,-1.3817316,1.487717,-1.6058012,-1.9448436,-0.029126078]",converged
32,42,scene_00_no_obstacle,20260525,dls,1074,True,0.0005837759999849368,12,0.005118370984670652,0.0,2.541948941957927,"[-2.9942876,-1.3776614,1.4837106,-1.6149558,-1.9406125,0.00085436044]",converged
33,42,scene_00_no_obstacle,20260525,dls,1075,True,0.0005357879999792203,11,0.00996451789740698,0.0,2.522591264014909,"[-2.9953257,-1.3917357,1.5038703,-1.6342141,-1.9262429,-0.015209091]",converged
34,42,scene_00_no_obstacle,20260525,dls,1076,True,0.0005299740005284548,11,0.011248341496185796,0.0,2.5163632060816044,"[-2.9891105,-1.3890732,1.4994961,-1.613278,-1.9601965,0.0067317323]",converged
35,42,scene_00_no_obstacle,20260525,dls,1077,True,0.0005431760000647046,11,0.007448453935886861,0.0,2.5345429040155776,"[-2.9905994,-1.382528,1.4922787,-1.6207301,-1.9590555,-0.028916913]",converged
36,42,scene_00_no_obstacle,20260525,dls,1078,True,0.0006491159983852413,11,0.009693831907342722,0.0,2.5244348753272985,"[-2.9959299,-1.3921692,1.5055581,-1.6402129,-1.923023,-0.00018461095]",converged
37,42,scene_00_no_obstacle,20260525,dls,1079,True,0.0005735790000471752,12,0.005173290687566033,0.0,2.5465520980101606,"[-2.9954144,-1.3828023,1.4947549,-1.6436863,-1.9334336,0.0091188461]",converged
38,42,scene_00_no_obstacle,20260525,dls,1080,True,0.0005597919989668299,11,0.00904126270117885,0.0,2.52045253340737,"[-3.0000714,-1.3881772,1.4938795,-1.6148293,-1.8998677,-0.030011983]",converged
39,42,scene_00_no_obstacle,20260525,dls,1081,True,0.0005364419994293712,11,0.01166059875706353,0.0,2.5109689547679195,"[-2.9934868,-1.3906394,1.498281,-1.6080974,-1.9336455,-0.017792384]",converged
40,42,scene_00_no_obstacle,20260525,dls,1082,True,0.0005273179995128885,11,0.009799375599550396,0.0,2.526562871227948,"[-2.9879094,-1.3877825,1.501013,-1.6269025,-1.9713805,-0.02786778]",converged
41,42,scene_00_no_obstacle,20260525,dls,1083,True,0.0005589360007434152,11,0.008675783579065502,0.0,2.535272343184236,"[-2.989639,-1.3897172,1.5079578,-1.6526939,-1.9633141,0.0152905]",converged
42,42,scene_00_no_obstacle,20260525,dls,1084,True,0.0005410470002971124,11,0.0075594500204769505,0.0,2.5320111537281313,"[-2.9977505,-1.3871291,1.4972428,-1.6336228,-1.9151709,0.015521379]",converged
43,42,scene_00_no_obstacle,20260525,dls,1085,True,0.0005389599973568693,11,0.011011114506313533,0.0,2.516203374778431,"[-2.9923216,-1.3901835,1.4997481,-1.6162466,-1.9417231,-0.0048451679]",converged
44,42,scene_00_no_obstacle,20260525,dls,1086,True,0.0005184639994695317,11,0.011043367082407692,0.0,2.5134722498353237,"[-2.9950961,-1.3903795,1.4980013,-1.6116127,-1.9255399,0.0301279]",converged
45,42,scene_00_no_obstacle,20260525,dls,1087,True,0.0005659439993905835,12,0.005056049665886359,0.0,2.547006659941897,"[-2.9911419,-1.3788343,1.489606,-1.6301145,-1.9596149,-0.0081046537]",converged
46,42,scene_00_no_obstacle,20260525,dls,1088,True,0.0005209230002947152,11,0.011437201069110038,0.0,2.519191312413794,"[-2.9938571,-1.3962949,1.5116319,-1.6449222,-1.9315713,0.0034060688]",converged
47,42,scene_00_no_obstacle,20260525,dls,1089,True,0.0006842879993200768,11,0.0070517109503142736,0.0,2.537121972019923,"[-3.000838,-1.3906103,1.5042511,-1.6556724,-1.8972776,0.0022457891]",converged
48,42,scene_00_no_obstacle,20260525,dls,1090,True,0.0005269659995974507,11,0.007588098686733754,0.0,2.5345195977475745,"[-2.9890471,-1.3820353,1.4923531,-1.6193818,-1.9685743,0.010242495]",converged
49,42,scene_00_no_obstacle,20260525,dls,1091,True,0.0005323949990270194,11,0.008790661993386907,0.0,2.5289101670153586,"[-2.9960472,-1.3905349,1.5035598,-1.6414888,-1.923851,0.029341078]",converged
0,42,scene_00_no_obstacle,20260525,lm,2042,True,0.0005389810030465014,11,0.010243013948675415,0.0,2.517066427864083,"[-2.9936725,-1.3874562,1.4943889,-1.6072245,-1.9368772,-0.023425936]",converged
1,42,scene_00_no_obstacle,20260525,lm,2043,True,0.0005753639998147264,11,0.008124460482865522,0.0,2.533705856508493,"[-2.9983306,-1.3922781,1.5078038,-1.6570753,-1.912256,-0.051851312]",converged
2,42,scene_00_no_obstacle,20260525,lm,2044,True,0.0005332910004653968,11,0.00817141833800046,0.0,2.530557712304742,"[-2.9959598,-1.3881855,1.4997478,-1.6355302,-1.92637,0.010805043]",converged
3,42,scene_00_no_obstacle,20260525,lm,2045,True,0.0005220470011408906,11,0.008553555663574316,0.0,2.533049057614781,"[-2.9976602,-1.3936679,1.5102301,-1.6607004,-1.9159574,0.015354071]",converged
