trial_id,global_seed,scene_id,scene_seed,planner,trial_seed,success,max_joint_step,mean_joint_step,max_joint_speed_norm,mean_joint_speed_norm,max_joint_acc_norm,mean_joint_acc_norm,max_joint_jerk_norm,mean_joint_jerk_norm,path_length_task,smoothness,min_obstacle_distance,min_ground_clearance,safety_margin,final_error,final_orientation_error
10,42,scene_00_no_obstacle,20260525,rrt,52,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
11,42,scene_00_no_obstacle,20260525,rrt,53,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
12,42,scene_00_no_obstacle,20260525,rrt,54,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
13,42,scene_00_no_obstacle,20260525,rrt,55,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
14,42,scene_00_no_obstacle,20260525,rrt,56,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
15,42,scene_00_no_obstacle,20260525,rrt,57,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
16,42,scene_00_no_obstacle,20260525,rrt,58,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
17,42,scene_00_no_obstacle,20260525,rrt,59,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
18,42,scene_00_no_obstacle,20260525,rrt,60,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
19,42,scene_00_no_obstacle,20260525,rrt,61,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
20,42,scene_00_no_obstacle,20260525,rrt,62,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
21,42,scene_00_no_obstacle,20260525,rrt,63,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
22,42,scene_00_no_obstacle,20260525,rrt,64,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
23,42,scene_00_no_obstacle,20260525,rrt,65,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
24,42,scene_00_no_obstacle,20260525,rrt,66,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
25,42,scene_00_no_obstacle,20260525,rrt,67,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
26,42,scene_00_no_obstacle,20260525,rrt,68,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
27,42,scene_00_no_obstacle,20260525,rrt,69,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
28,42,scene_00_no_obstacle,20260525,rrt,70,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
29,42,scene_00_no_obstacle,20260525,rrt,71,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
30,42,scene_00_no_obstacle,20260525,rrt,72,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
31,42,scene_00_no_obstacle,20260525,rrt,73,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
32,42,scene_00_no_obstacle,20260525,rrt,74,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
33,42,scene_00_no_obstacle,20260525,rrt,75,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
34,42,scene_00_no_obstacle,20260525,rrt,76,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
35,42,scene_00_no_obstacle,20260525,rrt,77,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
36,42,scene_00_no_obstacle,20260525,rrt,78,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
37,42,scene_00_no_obstacle,20260525,rrt,79,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
38,42,scene_00_no_obstacle,20260525,rrt,80,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
39,42,scene_00_no_obstacle,20260525,rrt,81,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
40,42,scene_00_no_obstacle,20260525,rrt,82,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
41,42,scene_00_no_obstacle,20260525,rrt,83,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
42,42,scene_00_no_obstacle,20260525,rrt,84,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
43,42,scene_00_no_obstacle,20260525,rrt,85,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
44,42,scene_00_no_obstacle,20260525,rrt,86,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
45,42,scene_00_no_obstacle,20260525,rrt,87,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
46,42,scene_00_no_obstacle,20260525,rrt,88,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
47,42,scene_00_no_obstacle,20260525,rrt,89,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
48,42,scene_00_no_obstacle,20260525,rrt,90,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
49,42,scene_00_no_obstacle,20260525,rrt,91,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
0,42,scene_00_no_obstacle,20260525,rrt_connect,1042,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
1,42,scene_00_no_obstacle,20260525,rrt_connect,1043,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
2,42,scene_00_no_obstacle,20260525,rrt_connect,1044,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
3,42,scene_00_no_obstacle,20260525,rrt_connect,1045,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
4,42,scene_00_no_obstacle,20260525,rrt_connect,1046,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
5,42,scene_00_no_obstacle,20260525,rrt_connect,1047,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
6,42,scene_00_no_obstacle,20260525,rrt_connect,1048,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
7,42,scene_00_no_obstacle,20260525,rrt_connect,1049,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
8,42,scene_00_no_obstacle,20260525,rrt_connect,1050,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
9,42,scene_00_no_obstacle,20260525,rrt_connect,1051,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
10,42,scene_00_no_obstacle,20260525,rrt_connect,1052,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
11,42,scene_00_no_obstacle,20260525,rrt_connect,1053,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
12,42,scene_00_no_obstacle,20260525,rrt_connect,1054,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
13,42,scene_00_no_obstacle,20260525,rrt_connect,1055,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
14,42,scene_00_no_obstacle,20260525,rrt_connect,1056,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
15,42,scene_00_no_obstacle,20260525,rrt_connect,1057,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
16,42,scene_00_no_obstacle,20260525,rrt_connect,1058,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
17,42,scene_00_no_obstacle,20260525,rrt_connect,1059,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
18,42,scene_00_no_obstacle,20260525,rrt_connect,1060,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
19,42,scene_00_no_obstacle,20260525,rrt_connect,1061,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
20,42,scene_00_no_obstacle,20260525,rrt_connect,1062,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
21,42,scene_00_no_obstacle,20260525,rrt_connect,1063,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
22,42,scene_00_no_obstacle,20260525,rrt_connect,1064,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
23,42,scene_00_no_obstacle,20260525,rrt_connect,1065,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
24,42,scene_00_no_obstacle,20260525,rrt_connect,1066,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
25,42,scene_00_no_obstacle,20260525,rrt_connect,1067,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
26,42,scene_00_no_obstacle,20260525,rrt_connect,1068,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
27,42,scene_00_no_obstacle,20260525,rrt_connect,1069,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
28,42,scene_00_no_obstacle,20260525,rrt_connect,1070,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
29,42,scene_00_no_obstacle,20260525,rrt_connect,1071,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
30,42,scene_00_no_obstacle,20260525,rrt_connect,1072,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
31,42,scene_00_no_obstacle,20260525,rrt_connect,1073,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
32,42,scene_00_no_obstacle,20260525,rrt_connect,1074,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
33,42,scene_00_no_obstacle,20260525,rrt_connect,1075,True,0.04445566622423637,0.04445566622423583,0.04445566622423637,0.04445566622423583,1.0706603116298291e-15,5.426455178931241e-16,2.1413206232596582e-15,1.01042860997401e-15,0.8151784334708557,4.22252395657677e-14,inf,0.002999999999999989,inf,1.1721505415132563e-12,0.0
