trial_id,global_seed,scene_id,scene_seed,planner,trial_seed,success,max_joint_step,mean_joint_step,max_joint_speed_norm,mean_joint_speed_norm,max_joint_acc_norm,mean_joint_acc_norm,max_joint_jerk_norm,mean_joint_jerk_norm,path_length_task,smoothness,min_obstacle_distance,min_ground_clearance,safety_margin,final_error,final_orientation_error
34,42,scene_01_single_box,20260526,prm,12076,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
35,42,scene_01_single_box,20260526,prm,12077,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
36,42,scene_01_single_box,20260526,prm,12078,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
37,42,scene_01_single_box,20260526,prm,12079,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
38,42,scene_01_single_box,20260526,prm,12080,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
39,42,scene_01_single_box,20260526,prm,12081,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
40,42,scene_01_single_box,20260526,prm,12082,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
41,42,scene_01_single_box,20260526,prm,12083,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
42,42,scene_01_single_box,20260526,prm,12084,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
43,42,scene_01_single_box,20260526,prm,12085,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
44,42,scene_01_single_box,20260526,prm,12086,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
45,42,scene_01_single_box,20260526,prm,12087,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
46,42,scene_01_single_box,20260526,prm,12088,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
47,42,scene_01_single_box,20260526,prm,12089,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
48,42,scene_01_single_box,20260526,prm,12090,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
49,42,scene_01_single_box,20260526,prm,12091,True,0.0429913574502585,0.0429913574502581,0.0429913574502585,0.0429913574502581,1.0652501693184373e-15,5.445366146066623e-16,2.095500005536363e-15,9.88015347560329e-16,0.7042176292928835,4.246264398462639e-14,0.02927432507745089,0.002999999999999989,0.02927432507745089,2.273875602096571e-11,0.0
0,42,scene_01_single_box,20260526,apf,13042,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
1,42,scene_01_single_box,20260526,apf,13043,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
2,42,scene_01_single_box,20260526,apf,13044,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
3,42,scene_01_single_box,20260526,apf,13045,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
4,42,scene_01_single_box,20260526,apf,13046,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
5,42,scene_01_single_box,20260526,apf,13047,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
6,42,scene_01_single_box,20260526,apf,13048,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
7,42,scene_01_single_box,20260526,apf,13049,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
8,42,scene_01_single_box,20260526,apf,13050,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
9,42,scene_01_single_box,20260526,apf,13051,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
10,42,scene_01_single_box,20260526,apf,13052,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
11,42,scene_01_single_box,20260526,apf,13053,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
12,42,scene_01_single_box,20260526,apf,13054,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
13,42,scene_01_single_box,20260526,apf,13055,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
14,42,scene_01_single_box,20260526,apf,13056,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
15,42,scene_01_single_box,20260526,apf,13057,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
16,42,scene_01_single_box,20260526,apf,13058,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
17,42,scene_01_single_box,20260526,apf,13059,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
18,42,scene_01_single_box,20260526,apf,13060,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
19,42,scene_01_single_box,20260526,apf,13061,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
20,42,scene_01_single_box,20260526,apf,13062,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
21,42,scene_01_single_box,20260526,apf,13063,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
22,42,scene_01_single_box,20260526,apf,13064,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
23,42,scene_01_single_box,20260526,apf,13065,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
24,42,scene_01_single_box,20260526,apf,13066,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
25,42,scene_01_single_box,20260526,apf,13067,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
26,42,scene_01_single_box,20260526,apf,13068,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
27,42,scene_01_single_box,20260526,apf,13069,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
28,42,scene_01_single_box,20260526,apf,13070,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
29,42,scene_01_single_box,20260526,apf,13071,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
30,42,scene_01_single_box,20260526,apf,13072,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
31,42,scene_01_single_box,20260526,apf,13073,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
32,42,scene_01_single_box,20260526,apf,13074,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
33,42,scene_01_single_box,20260526,apf,13075,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
34,42,scene_01_single_box,20260526,apf,13076,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
35,42,scene_01_single_box,20260526,apf,13077,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
36,42,scene_01_single_box,20260526,apf,13078,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
37,42,scene_01_single_box,20260526,apf,13079,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
38,42,scene_01_single_box,20260526,apf,13080,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
39,42,scene_01_single_box,20260526,apf,13081,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
40,42,scene_01_single_box,20260526,apf,13082,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
41,42,scene_01_single_box,20260526,apf,13083,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
42,42,scene_01_single_box,20260526,apf,13084,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
43,42,scene_01_single_box,20260526,apf,13085,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
44,42,scene_01_single_box,20260526,apf,13086,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
45,42,scene_01_single_box,20260526,apf,13087,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
46,42,scene_01_single_box,20260526,apf,13088,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
47,42,scene_01_single_box,20260526,apf,13089,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
48,42,scene_01_single_box,20260526,apf,13090,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
49,42,scene_01_single_box,20260526,apf,13091,False,0.04500000000000015,0.04500000000000003,0.04500000000000015,0.04500000000000003,0.09000000000000023,0.08575050814303486,0.18000000000000044,0.17145266619859648,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,0.17600022410419272,0.26503108580364954,0.0
0,42,scene_02_multi_obstacles,20260527,rrt,20042,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
1,42,scene_02_multi_obstacles,20260527,rrt,20043,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
2,42,scene_02_multi_obstacles,20260527,rrt,20044,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
3,42,scene_02_multi_obstacles,20260527,rrt,20045,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
4,42,scene_02_multi_obstacles,20260527,rrt,20046,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
5,42,scene_02_multi_obstacles,20260527,rrt,20047,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
6,42,scene_02_multi_obstacles,20260527,rrt,20048,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
7,42,scene_02_multi_obstacles,20260527,rrt,20049,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
8,42,scene_02_multi_obstacles,20260527,rrt,20050,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
9,42,scene_02_multi_obstacles,20260527,rrt,20051,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
10,42,scene_02_multi_obstacles,20260527,rrt,20052,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
11,42,scene_02_multi_obstacles,20260527,rrt,20053,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
12,42,scene_02_multi_obstacles,20260527,rrt,20054,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
13,42,scene_02_multi_obstacles,20260527,rrt,20055,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
14,42,scene_02_multi_obstacles,20260527,rrt,20056,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
15,42,scene_02_multi_obstacles,20260527,rrt,20057,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
16,42,scene_02_multi_obstacles,20260527,rrt,20058,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
17,42,scene_02_multi_obstacles,20260527,rrt,20059,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
18,42,scene_02_multi_obstacles,20260527,rrt,20060,True,0.0363224578802058,0.036322457880205446,0.0363224578802058,0.036322457880205446,1.3687924598523008e-15,6.1020255039161e-16,2.4725938129242844e-15,1.1049725268532816e-15,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,0.01875006308124403,1.2621047352659301e-12,0.0
