trial_id,global_seed,scene_id,scene_seed,planner,trial_seed,success,planning_time,path_length_joint,path_length_task,smoothness,min_obstacle_distance,min_ground_clearance,collision_checks,num_waypoints,final_error,final_orientation_error,q_start,q_goal,target_position,target_quat_wxyz,message,failure_category,failure_category_cn
49,42,scene_01_single_box,20260526,apf,13091,False,0.5261061860001064,72.00000000000209,44.24049656598966,137.11506252071655,0.17600022410419272,0.002999999999999989,3202,1601,0.26503108580364954,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1674122,-1.1011656,1.4081904,1.0357216,-0.19727183,-0.24138721]","[0.47,0.22,0.42]",,max iterations reached,iteration_limit,迭代上限
0,42,scene_02_multi_obstacles,20260527,rrt,20042,True,0.008631323998997686,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,145,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
1,42,scene_02_multi_obstacles,20260527,rrt,20043,True,0.008494499998050742,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,140,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
2,42,scene_02_multi_obstacles,20260527,rrt,20044,True,0.012258029000804527,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,204,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
3,42,scene_02_multi_obstacles,20260527,rrt,20045,True,0.007552725997811649,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,125,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
4,42,scene_02_multi_obstacles,20260527,rrt,20046,True,0.011488411997561343,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,193,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
5,42,scene_02_multi_obstacles,20260527,rrt,20047,True,0.008401232000323944,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,145,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
6,42,scene_02_multi_obstacles,20260527,rrt,20048,True,0.006491744999948423,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,111,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
7,42,scene_02_multi_obstacles,20260527,rrt,20049,True,0.007302576999791199,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,125,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
8,42,scene_02_multi_obstacles,20260527,rrt,20050,True,0.007171921002736781,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,112,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
9,42,scene_02_multi_obstacles,20260527,rrt,20051,True,0.009622637000575196,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,144,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
10,42,scene_02_multi_obstacles,20260527,rrt,20052,True,0.0070828280004207045,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,121,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
11,42,scene_02_multi_obstacles,20260527,rrt,20053,True,0.791712489000929,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,4640,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
12,42,scene_02_multi_obstacles,20260527,rrt,20054,True,0.009818479000387015,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,162,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
13,42,scene_02_multi_obstacles,20260527,rrt,20055,True,0.007144297000195365,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,120,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
14,42,scene_02_multi_obstacles,20260527,rrt,20056,True,0.0059367590001784265,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,101,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
15,42,scene_02_multi_obstacles,20260527,rrt,20057,True,0.006913370998518076,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,119,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
16,42,scene_02_multi_obstacles,20260527,rrt,20058,True,0.00947423800243996,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,160,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
17,42,scene_02_multi_obstacles,20260527,rrt,20059,True,0.007358527000178583,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,126,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
18,42,scene_02_multi_obstacles,20260527,rrt,20060,True,0.010569575999397784,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,179,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
19,42,scene_02_multi_obstacles,20260527,rrt,20061,True,0.0067806919978465885,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,115,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
20,42,scene_02_multi_obstacles,20260527,rrt,20062,True,0.009670010000263574,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,167,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
21,42,scene_02_multi_obstacles,20260527,rrt,20063,True,0.006961553997825831,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,120,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
22,42,scene_02_multi_obstacles,20260527,rrt,20064,True,0.008926390997658018,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,151,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
23,42,scene_02_multi_obstacles,20260527,rrt,20065,True,0.007039909996819915,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,121,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
24,42,scene_02_multi_obstacles,20260527,rrt,20066,True,0.009333833997516194,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,154,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
25,42,scene_02_multi_obstacles,20260527,rrt,20067,True,0.007699551002588123,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,132,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
26,42,scene_02_multi_obstacles,20260527,rrt,20068,True,0.006694768002489582,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,115,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
27,42,scene_02_multi_obstacles,20260527,rrt,20069,True,0.009770565000508213,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,166,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
28,42,scene_02_multi_obstacles,20260527,rrt,20070,True,0.009911313001794042,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,160,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
29,42,scene_02_multi_obstacles,20260527,rrt,20071,True,0.008993874002044322,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,154,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
30,42,scene_02_multi_obstacles,20260527,rrt,20072,True,0.007237765999889234,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,120,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
31,42,scene_02_multi_obstacles,20260527,rrt,20073,True,0.006898677998833591,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,119,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
32,42,scene_02_multi_obstacles,20260527,rrt,20074,True,0.007049970001389738,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,122,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
33,42,scene_02_multi_obstacles,20260527,rrt,20075,True,0.010063476998766419,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,169,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
34,42,scene_02_multi_obstacles,20260527,rrt,20076,True,0.011971263000305044,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,195,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
35,42,scene_02_multi_obstacles,20260527,rrt,20077,True,0.007567299999209354,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,129,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
36,42,scene_02_multi_obstacles,20260527,rrt,20078,True,0.008488610001222696,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,144,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
37,42,scene_02_multi_obstacles,20260527,rrt,20079,True,0.008815881999908015,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,151,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
38,42,scene_02_multi_obstacles,20260527,rrt,20080,True,0.01008586500029196,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,170,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
39,42,scene_02_multi_obstacles,20260527,rrt,20081,True,0.007284600000275532,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,125,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
40,42,scene_02_multi_obstacles,20260527,rrt,20082,True,0.005534522999369074,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,96,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
41,42,scene_02_multi_obstacles,20260527,rrt,20083,True,0.01031200100260321,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,176,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
42,42,scene_02_multi_obstacles,20260527,rrt,20084,True,0.00710930200148141,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,122,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
43,42,scene_02_multi_obstacles,20260527,rrt,20085,True,0.005553566999878967,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,95,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
44,42,scene_02_multi_obstacles,20260527,rrt,20086,True,0.0077205509987834375,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,132,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
45,42,scene_02_multi_obstacles,20260527,rrt,20087,True,0.006199370000103954,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,105,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
46,42,scene_02_multi_obstacles,20260527,rrt,20088,True,0.006633904999034712,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,114,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
47,42,scene_02_multi_obstacles,20260527,rrt,20089,True,0.009472188001382165,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,157,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
48,42,scene_02_multi_obstacles,20260527,rrt,20090,True,0.007279329001903534,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,126,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
49,42,scene_02_multi_obstacles,20260527,rrt,20091,True,0.009868342996924184,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,145,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
0,42,scene_02_multi_obstacles,20260527,rrt_connect,21042,True,0.004378448000352364,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
1,42,scene_02_multi_obstacles,20260527,rrt_connect,21043,True,0.004679196998040425,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,82,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
2,42,scene_02_multi_obstacles,20260527,rrt_connect,21044,True,0.014058916000067256,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
3,42,scene_02_multi_obstacles,20260527,rrt_connect,21045,True,0.004429338001500582,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
4,42,scene_02_multi_obstacles,20260527,rrt_connect,21046,True,0.004515406999416882,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
5,42,scene_02_multi_obstacles,20260527,rrt_connect,21047,True,0.00435876899791765,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
6,42,scene_02_multi_obstacles,20260527,rrt_connect,21048,True,0.0046954809986345936,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,82,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
7,42,scene_02_multi_obstacles,20260527,rrt_connect,21049,True,0.004618722003215225,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,82,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
8,42,scene_02_multi_obstacles,20260527,rrt_connect,21050,True,0.004430165998201119,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
9,42,scene_02_multi_obstacles,20260527,rrt_connect,21051,True,0.004388556997582782,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
10,42,scene_02_multi_obstacles,20260527,rrt_connect,21052,True,0.004508056001213845,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
11,42,scene_02_multi_obstacles,20260527,rrt_connect,21053,True,0.007148110002162866,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
12,42,scene_02_multi_obstacles,20260527,rrt_connect,21054,True,0.004156418999627931,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,72,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
13,42,scene_02_multi_obstacles,20260527,rrt_connect,21055,True,0.004542929000308504,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
14,42,scene_02_multi_obstacles,20260527,rrt_connect,21056,True,0.004462597000383539,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
15,42,scene_02_multi_obstacles,20260527,rrt_connect,21057,True,0.004085205000592396,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,72,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
16,42,scene_02_multi_obstacles,20260527,rrt_connect,21058,True,0.004378079000161961,2.86947417253623,1.2443773430847331,4.759579893054559e-14,0.01875006308124403,0.002999999999999989,77,80,1.2621047352659301e-12,0.0,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.7986184,-1.474549,1.8334416,-2.1224536,-3.2692452,0.058518923]","[0.42,-0.28,0.48]",,success,success,成功
